投诉日期,投诉编号,投诉问题,投诉诉求,详细说明,投诉对象
2020-03-02,17348750842,蛋壳公寓立即支付到期应付租金,立即按合同约定支付租,"我是北京市朝阳区将府家园北里103号楼3单元1603号房屋业主，于2018年12月9日与蛋壳公寓（即：紫梧桐（北京）资产管理有限公司）签订了委托管理服务合同（合同编号：BJGYSBJE18126003***）,合同约定蛋壳公寓分批支付租金，按约定2020年2月19日应该支付我方租金20193元，但是蛋壳公寓以疫情为借口「发国难财」，一边让房东...",紫梧桐
2020-02-20,17348761017,蛋壳公寓非法扣留应付给房东的租金,赔偿,"您好！ 
我叫向平，是上海市闵行区颛桥镇枫泽苑小区的业主（电话18019380***）。于2019年3月24日与紫梧桐（上海）公寓管理有限公司（以下简称“蛋壳公寓”）签订“资产委托管理服务合同”，由对方代管我方住宅用作向租客出租。合同期限至2022年7月9日，合同编号SHGYSSHE19034525***。
在2020年春节后，我方收到蛋壳公寓人员...",紫梧桐
2020-02-14,17348704805,紫梧桐蛋壳公寓资产管理有限公司,履行合同,本人2019年2月与紫梧桐（蛋壳公寓）资产管理有限公司签订名下天津河西区两室私产房屋一套长租合同，为期5年。该公司应于每月10日给付房租2500元扣除维修资金49元后，将2451元打入提前约定账户。2月初接到该公司客服来电，声称由于疫情原因希望免租一个月，我明确表示不同意，其后客服在未告知我的前提下，没有如期给付房...,紫梧桐
2020-02-18,17348742659,紫梧桐北京资产管理有限公司即蛋壳公寓未按合同约定支付2月17日这期房租,"赔偿,道歉,改善服务,解释","2月7号前接到个电话说是蛋壳公寓客服，没有工号且态度强硬的情况下，告知我因疫情为不可抗因素，公司要求他们打电话致客户同客户商量是否能免租，在我坚决不同意的情况下又被告知延迟支付房租，且具体延迟到什么时候不知道，且匆匆挂断电话后再无音讯，同时也没按时支付房租！
疫情期间不单单是企业受到严重影响，我们广...",紫梧桐
2020-02-15,17348709369,蛋壳公寓紫梧桐天津公寓管理有限公司,赔偿,我于2019年1月8日与紫梧桐（天津）公寓管理有限公司，签订名为蛋壳公寓的《财产委托管理服务合同》，（以下简称蛋壳公寓）用于出租天津市河西区三诚里房屋。 依合同，蛋壳公寓需于2020年2月1日支付一个月租金3541元，现蛋壳公寓无视法律，仅以电话问询并且未得到我同意想擅自单方扣除我一月租金。 在我多次致电蛋壳客服4...,紫梧桐
2020-02-13,17348691472,紫梧桐资产管理有限公司简称蛋壳公寓这个公司我整月没有住这个房他不推我租金,"退款,赔偿,道歉,作出处罚",因为疫情的影响，我现在回不去北京，我在北京市团结湖一二条小区租有一个房子。我从1月23号就没有开始住了。到现在房租应该交了，房租又冻结了，我要求退还本月租金，因为我本月根本就一天没有住。同时我要求退还我的押金。 投诉北京紫梧桐资产管理有限公司强制性要求。租客签理贷款合同。 投诉北京紫梧桐资产管理有限公...,紫梧桐
2020-02-16,17348720018,蛋壳公寓擅自停止支付业主租金擅自执行所谓的不少于30天的免租期,要求按时支付租金,蛋壳公寓—紫梧桐（上海）公寓管理有限公司违反当初与我签订的《财产委托管理服务合同》，合同编号为：DKGYSH12（0001***）。合同规定2020年2月15日支付我32400元租金，但是今天告诉我，目前疫情为不可抗力因素，所以他们公司推迟付款，并执行不少于30天的免租期。作为业主，我从未同意过蛋壳公寓这样操作，毕竟我也是一...,紫梧桐
2020-02-18,17348705526,1月正常退租蛋壳公寓房屋检查没问题但至今仍未退还押金,退款,1月正常退租紫梧桐（北京）资产管理有限公司的蛋壳公寓，房屋检查没问题。但至今仍未退还押金，违反当初承若：退租7日内返还押金！投诉客服，反复拖延，最终甚至回复退还日期无限延长，直至疫情结束！严重违反合约！,紫梧桐
2020-02-18,17348737173,2020年2月7日应付下一季度租金但至今未付款客服不予解决无人受理,"赔偿,道歉",本人有位于通州房产一套，2018年11月28日与紫梧桐（北京）资产管理有限公司（蛋壳公寓）签订了《财产委托管理合同》，将此房委托给蛋壳公寓用于租赁，蛋壳公寓按季度付给我租金。现第七期房租应于2020年2月7日付给本人，但至今蛋壳管家胡鑫不接电话、不回微信。打电话给客服数次，均说马上解决问题，给我回电，但至今没...,紫梧桐
2020-02-19,17348750086,对方未按时支付租金打电话给客服未得到解决,按时支付，,根据合同规定，蛋壳公寓（紫梧桐上海公寓管理有限公司）在2月10日前需要支付租金9015元。2月11日，我们接到自称是蛋壳工作人员电话告知，因为疫情影响，接下来无法支付租金，预计是三到五个月都不支付。当时我们就打电话给蛋壳公寓客服电话，对方说会有工作人员联系我们，至今未有人联系我们，也未给出解决方案。我在蛋...,紫梧桐
2020-02-17,17348732527,蛋壳公寓紫梧桐北京资产管理有限公司疫情期间强制清退租户不按合同补偿,"退款,赔偿,道歉,作出处罚","蛋壳管家工作人员口头电话告知因为“不可抗力”清退租户要求疫情期间2月底搬出。同时不履行违反合同的赔偿措施。 追问时无客服对接，无书面通知，租金依然正常交付。多次拨打客服电话，无专人沟通对接，蛋壳管家只管上报，不管处理。
蛋壳方不仅拒绝承认自己违约不提供违约金，更严重的是在疫情严重期间众多租客面临着可能...",紫梧桐
2020-02-13,17348692058,蛋壳公寓北京紫梧桐资产有限公司,"退款,作出处罚",投诉百环花园社区蛋壳公寓，楼上租户扰民，要求无责退租。但是蛋壳一直迟迟不给回馈，另外有租赁贷绑定征信。每次电话联系都说48小时现在房子已经无法住人，协调无效。,紫梧桐
2020-02-19,17348758329,紫梧桐北京资产管理有限公司及蛋壳公寓单方面违反合同肺炎疫情期间逼迫租户换租,赔偿,我本人与2019年12月一次性交清了一年的房租近5万元，然后蛋壳公寓于北京肺炎期间，2020年2月份多次打电话我，采用欺骗恐吓的方式逼迫我换租或者退租，不予任何说明以及赔偿。肺炎期间，国家公司小区要求大家在家做好隔离，然而蛋壳公寓却故意趁着国家危难之际，逼迫我搬家。重点是我交了1年的房租，今年12月份才到期。蛋...,紫梧桐
2020-02-11,17348668520,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",2019年2月18日和紫梧桐（上海）公寓管理有限公司签订财产委托管理服务合同(合同号:SHGYSSHE19023377***)，根据合同约定，应于2020年2月9日支付租金28743元（其中房租为9650元/月*3月，即28950元，抵扣维修金207元），但时至今日，没有收到紫梧桐公司（蛋壳公寓）的付款，打电话给4001551***和蛋壳管家后，仍然没有收到租...,紫梧桐
2020-02-15,17348709856,无法联系上客服退租无人受理返还租金不到位,"退款,改善服务,解释","1.2019年2月25起和紫梧桐旗下蛋壳公寓签约一次性缴费租金一年以及一个月租金作为押金，活动协议从住满第2个月后每月返还100，12个月共计1000，12月24日住满第11个月后100返还资金未到位。
2.蛋壳公寓配备的管家一直不在线，无法联系上，存在虚假宣传，客服电话4001551***一直繁忙。已快到2020年2月24租期，申请退租无人...",紫梧桐
2020-02-15,17348708711,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人与紫梧桐（上海）公寓管理有限公司签订合同，合同规定应于2月7日支付房租。到期并未支付，2月15日致电客服，甲方提出减免一个月房租，本人当场拒绝，并且只是单方面宣布要求减免房租，并没有商量余地。至今还未收到租金，对方还删除合同附件中的付款计划，联系客服不会支付租金，要求一个月免租期给他们公司度过难关...,紫梧桐
2020-02-19,17348739369,蛋壳公寓拖欠房租15393元,支付租金，赔偿损失,“我在上海浦东东靖路669弄100号***室的房子委托给蛋壳公寓（紫梧桐（上海）公寓管理有限公司），2月4日蛋壳公司应付3个月房租扣除管理费后为15393元，直至2月18号我没有收到房租。我曾4次联系了4001551***客服，他们以疫情为由要求单方面增加一个月的免租期，我们明确表示不同意，因为租客正常居住，产生了较高的水电煤...,紫梧桐
2020-02-12,17348682479,蛋壳公寓紫梧桐不支付业主租金,"赔偿,道歉",本人业主，于2018年12月与蛋壳公寓签订租房合同，约定每年固定空置期外每月5日前支付房租1850元。蛋壳公寓前些天来电通知本人受疫情影响免付一个月租金，本人未与同意，因为每个月要还房贷，还有其他房租要付，无法免租，对方知悉后挂掉电话。5号本来是交租日，但是至今也没有收到租金，我多次打电话给蛋壳客服申诉，蛋...,紫梧桐
2020-02-12,17348682479,蛋壳公寓紫梧桐不支付业主租金,"赔偿,道歉",本人业主，于2018年12月与蛋壳公寓签订租房合同，约定每年固定空置期外每月5日前支付房租1850元。蛋壳公寓前些天来电通知本人受疫情影响免付一个月租金，本人未与同意，因为每个月要还房贷，还有其他房租要付，无法免租，对方知悉后挂掉电话。5号本来是交租日，但是至今也没有收到租金，我多次打电话给蛋壳客服申诉，蛋...,紫梧桐
2020-02-12,17348675284,蛋壳公寓无理由拒付业主租金,按合同执行及时付款,本人于2019年3月9日将一处位于上海市闵行区申北路的住宅出租给紫梧桐（上海）公寓管理有限公司（蛋壳公寓）。按合同约定及付款计划，应于2020年2月8日付2月到5月的房租共计12993元。但是在等待3天未见银行到账的情况下，我主动联系了紫梧桐的客服。然而我在预先没有得到任何通知和商量的情况下被对方告知要强行让我免除2...,紫梧桐
2020-02-16,17348721159,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","    按合同应该是2月8日付给我房租，可惜至今未收到打款。在这之前有客服在2月2号1708开头的打电话过来让我免2月份的房租，我当时就回绝了。他也说知道了，会上报给公司。接着又在2月11日接到业务员1708开头打电话给我，让我免租2月份房租，我又再次明确拒绝了。他也说知道了，会上报给公司。
     期间因为未收到紫梧桐...",紫梧桐
2020-02-14,17348705422,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人与紫梧桐（上海）公寓管理有限公司签订合同，合同规定应于1月29日支付房租。到期并未支付，2月9日工作人员致电提出减免一个月房租，本人当场拒绝，工作人员表示只是咨询。至今还未收到租金，对方还删除合同附件中的付款计划，联系客服，对方表示不会支付租金，要求一个月免租期给他们公司度过难关。何等讽刺，他们公...,紫梧桐
2020-02-12,17348679483,蛋壳以疫情为由不付租金,按合同付租金,“将房屋委托给紫梧桐（北京）资产管理有限公司，即蛋壳公寓北京公司，按照合同约定2020年2月4日支付钱款，但蛋壳单方面通知不予支付一个月的租金，涉嫌违约”要求解约赔偿。,紫梧桐
2020-02-13,17348687799,蛋壳公寓拖欠房租,赔偿,将房屋委托给紫梧桐（北京）资产管理有限公司，即蛋壳公寓北京公司，按照合同约定2020年1月25日支付房租6431元，当月以春节放假为由未支付。过完春节，蛋壳又以疫情为由单方面不予支付一个月的租金，涉嫌违约。要求按合同规定按时支付每月房租。,紫梧桐
2020-02-14,17348697445,紫梧桐上海公寓管理有限公司蛋壳强制要求房东免租事宜,履约或解约并清退租户,2020年2月8日接紫梧桐（上海）公寓管理有限公司（以下简称蛋壳）电话通知，要求我（房东）在疫情期间免租，当时已经明确由于有贷款压力不同意此要求。蛋壳公司在未协商的前提下未支付2020年2月房租（按合同应该于2020年2月13日支付），够成事实违约。现投诉至贵平台，请平台督促其完成合同或按合同条款解约。谢谢！附图...,紫梧桐
2020-02-19,17348754489,蛋壳公寓拒绝协商解除未开始的合同拖延处理时间到合同开始生效借此扣除全部租房押,"退款,作出处罚",2019年12月2日，在租房管家的推荐下，我与蛋壳公寓（紫梧桐资产管理有限公司）签订了一份房租续约合同。合同日期为2020年3月1日至2021年2月28日。由于疫情的不可抗力，原定2020年3月生效的续租合同，我没有办法正常履行。因此，我在2月6日就开始联系蛋壳的客服协商解除3月1日才开始生效的续租合同。蛋壳的客服、管家等等...,紫梧桐
2020-02-13,17348685705,蛋壳公寓强行添加免租期不按合同支付房租,"退款,赔偿,道歉",“将房屋委托给紫梧桐（北京）资产管理有限公司，即蛋壳公寓北京公司，按照合同约定2020年2月13日支付钱款，但蛋壳单方面通知不予支付至少一个月的租金，要求强行添加不少于30天的免租期，涉嫌违约”要求蛋壳公司按合同要求付款，如不能按解约违约赔偿。,紫梧桐
2020-02-16,17348715364,蛋壳公寓紫梧桐北京资产管理有限公司疫情期间强制清退租户,"赔偿,道歉,作出处罚",蛋壳因自身原因且与房东协商没有达成一致，越过房东跟租客沟通强制搬离或换租，或跟房东违约、解约，导致房东迫于自身利益上门驱逐房客，蛋壳方不仅拒绝承认自己违约不提供违约金，更严重的是在疫情严重期间众多租客面临着可能没有居所，疫情当前根本无法快速找房换房的现实。若搬离换租可能导致感染疫情，自己的财产安...,紫梧桐
2020-02-16,17348721898,蛋壳公寓强制要求免除房东一个月房租,"赔偿,道歉",本人与紫梧桐（上海）公寓管理有限公司（市场称蛋壳公寓）（注册地闵行区紫星路588号2幢2层2236室）于2018年签订合同将一套房屋交其管理出租，租金由其根据合同约定每季度打款。2020年2月接该公司电话与我“协商”（实系单方面告知）称因疫情影响将在下个打款日仅支付我2个月的租金（减免1个月），我拒绝，但蛋壳方称仍会...,紫梧桐
2020-02-17,17348730745,未按时支付房租,"解释,履行合同",本人于2019年8月8日与紫梧桐（北京）资产管理有限公司签订了资产管理委托服务合同，将北京市大兴区瑞海家园三区21-3-201的房屋委托其管理。按合同其应于2020年2月2日支付房租22293元，至今尚未支付。其公司工作人员2月1日用17090001***电话通知我说，由于现在疫情原因会于2月10日再打款，并问我是否同意免租30日房租，被...,紫梧桐
2020-02-12,17348679005,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,"2020年2月5日（为本人与蛋壳公寓运营实体紫梧桐（北京）资产管理有限公司合同约定的2月份房租计划打款日）至今，紫梧桐（北京）资产管理有限公司未按约定向我支付2月份租金。
2月8日14:30，自称蛋壳公寓的客服人员给我打电话，单方面通知我，强制要求我额外给予一个月免租期。我已在电话中明确表示不同意。至今没有反馈...",紫梧桐
2020-02-12,17348680848,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,本人于2019年4月21日与紫梧桐（北京）资产管理有限公司签订委托服务合同，第一年每月12日规定给房东打款¥4731。本人于2月3日收到自称是蛋壳公寓服务人员的电话，以当今疫情为理由，态度强硬要求本人（房东）2月免租给房客，声称蛋壳公寓不会给房东打2月份的款项。截止到2020年2月12，本人主动与蛋壳公寓客服多次沟通无果...,紫梧桐
2020-02-12,17348682186,蛋壳公寓违约,"赔偿,按时足额打房租",蛋壳公寓以这次新冠肺炎疫情为借口，电话通知我2月份不支付房租，要求免租30天。我投诉蛋壳公寓（合同中为紫梧桐北京资产管理公司）不履行合约，单方面要求免除30天房租，且在系统中将给业主的付款计划删除，属于违约行为。,紫梧桐
2020-02-11,17348666778,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,“将房屋委托给紫梧桐（北京）资产管理有限公司，即蛋壳公寓北京公司，按照合同约定2020年2月25日支付钱款，但蛋壳单方面通知不予支付一个月的租金，涉嫌违约”要求解约赔偿。,紫梧桐
2020-02-13,17348690821,紫梧桐上海公寓管理有限公司疫情为由拖欠应付房租8800元,按照签订合同如约付款,蛋壳公寓以“疫情”为由多次要求房东减租一个月；本人明确不同意。在与本人未达成一致的情况下，没有如期（2020年1月24日）支付本次租金8800元，且擅自修改微信公众号上合同附件的付款计划（原来可见每次付款计划，现在网页里已无此内容），本人虽已多次拨打该公司客服电话，只说将有关情况上报总部，却未有任何明确答复，...,紫梧桐
2020-02-19,17348714613,蛋壳公寓要求租户解除租赁合同,租房合同未到期被退租,"我是蛋壳（紫梧桐（北京）资产管理有限公司）租户，坐标北京通州怡佳家园。昨天下午（2020-02-13）接到蛋壳管家的强制退租电话，说他们要和业主解约，收回房子，要求7天内搬离现有房屋或者换租。鉴于疫情封路我人还在外地没法回京，但是蛋壳态度很强硬，房子就是不能继续住。

房子合约期是2020-01-10至2021-01-09，合约...",紫梧桐
2020-02-20,17348770305,蛋壳公寓趁疫情实施欺诈违约对疫情防控造成不可估量的影响,赔偿,"本人于2018年12月4日与蛋壳公寓【紫梧桐（上海）公寓管理有限公司】签署了一份《蛋壳公寓财产委托管理服务合同》。蛋壳公寓客服于2020年2月1日电话通知我：因疫情影响，蛋壳公寓将暂停支付租金并执行增加不少于30天的免租期。尽管我表示反对，至今，蛋壳公寓未按合同约定（租金收款日为2020年2月3日）支付租金。
事实上...",紫梧桐
2020-02-18,17348746430,蛋壳公寓违约不付租金,立刻支付,"根据本人与紫梧桐(北京)资产管理有限公司签订的财产委托管理服务合同(合同编号: BJGYSBJE19049541***)附件二付款计划规定，蛋壳公寓应于2020年1月27日支付合同第一年第9期租金4800至本人账户。

根据合同第八条第(四)款“乙方延迟交支付租金满15个工作日”“甲方有权单方解除合同，乙方应赔偿甲方两个月租金”的规定，请蛋壳...",紫梧桐
2020-02-13,17348688029,紫梧桐北京资产管理有限公司旗下蛋壳公寓退租不退款,退款,已于2020年1 月23日成功通过退款申请一直到到2020年2月13日还为收到退款款项，强烈要求蛋壳公寓要求退款！,紫梧桐
2020-02-23,17348801308,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",我在上海市松江区荣乐中路86弄8号501室房子于2019年9月9日委托给蛋壳公寓（紫梧桐（上海）公寓管理有限公司）（合同号：SHGYSSHE19097591***），2020年2月8日应付房租时我没有收到房租，蛋壳方已造成事实违约。后续几天他们工作人员来电，以疫情为由要求单方面通知我们修改合同增加不低于30天的免租期，我们明确表示租客...,紫梧桐
2020-02-11,17348648703,紫梧桐北京资产管理有限公司恶意拖欠房租,补齐欠款,本人于2019年4月6日与紫梧桐（北京）资产管理有限公司签订资产委托管理服务合同（合同号BJGYSBJE190044391***），将本人位于北京市通州区翠屏南里小区19号楼4层442室的房产委托其进行租赁。按照合同约定，紫梧桐（北京）资产管理有限公司应于2019年1月28日支付房租5000元整，但截至2020年2月11日，尚未收到紫梧桐（北京...,紫梧桐
2020-02-15,17348709107,及时支付逾期的房租,支付逾期的房租,我和紫梧桐（上海）公寓管理有限公司（蛋壳公寓）在2019年9月7日签署委托管理服务合同，委托管理上海市闵行区古美西路316弄7号501房，从2019年9月9日到2025年1月16日止，蛋壳公寓于2019年9月9日支付第一笔租金，应该于2020年2月3日支付第二笔租金，在2月10日接到客服电话要求减免房租没有同意，到目前为止没有支付，而且...,紫梧桐
2020-02-13,17348690347,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",业主诉求有：一、严格按照合同执行，到期支付应付款项；二、业主坚决不同意紫梧桐（上海）公寓管理有限公司的任何不合理要求；三、根据双方合同规定，如果乙方坚持违约行事，甲方将终止合同，并向乙方追索相应的损失，包括但不限于内部租客提前通知并调换他处、补偿两个月的租金作为违约金、补给从违约之日起到房屋完好...,紫梧桐
2020-02-15,17348705839,蛋壳公寓紫梧桐北京资产管理有限公司疫情期间强制清退租户,"赔偿,道歉,作出处罚","工作人员口头电话告知因为“不可抗力”清退租户要求疫情期间几天内搬出。同时不履行违反合同的赔偿措施。
追问时无客服对接，无书面通知，租金依然正常交付，门锁是密码锁，不知道什么时候会进不去家门。

诉求：1.不接受疫情期间的换租与退租。
2.如果强制租客退租，必须等疫情结束后外出没有风险。要按照合同条款进行相...",紫梧桐
2020-02-13,17348686974,蛋壳公寓借疫情单方面拒绝支付到期房租,支付，道歉,我是天津业主，2018年1月10日与蛋壳公寓—紫梧桐（北京）资产管理有限公司签订了5年期的房租合同，之前一直按合同约定支付房租，今年2月期间蛋壳管家分别在2月5日，2月11日两次电话通知我，因为疫情原因减免1个月租金，态度强硬，不容商量，我表示不同意，他们就直接把付款计划删除了。本人认为，蛋壳公寓违背了合同约定...,紫梧桐
2020-02-12,17348668879,要求紫梧桐上海公寓管理有限公司付我房租,"赔偿,道歉,作出处罚","2018年4月与紫梧桐（上海）公寓管理有限公司（蛋壳公寓）（统一社会信用代码：91310***MA1GBEFW98）签订了5年的房屋租赁合同，将报春路748弄28号302室以每月6000元的价格租给上述公司管理再租。
2020年2月初，接到其公司客服打电话通知，说因疫情影响，通知我免租一个月，当时就明确表示我不同意。至2020年2月9日为合同...",紫梧桐
2020-02-14,17348703352,强烈要求蛋壳公寓根据合同马上支付房租,马上支付房租,2018年3月8号和紫梧桐（上海）公寓管理有限公司签订了为期三年的租房合同。根据合同于2020年2月10号应该支付房租21693元，到目前为止，没有收到房租。曾于2020年2月2号接到一个蛋壳工作人员的电话，说是由于疫情影响。要求免一个月的房租，我拒绝了。2020年2月7号收到了一条蛋壳群发的短信。后来我联系了该公司的客服至...,紫梧桐
2020-02-12,17348680900,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",一、严格按照合同执行，到期支付应付款项；二、业主坚决不同意紫梧桐北京公寓管理有限公司的任何不合理要求；三、根据双方合同规定，如果乙方坚持违约行事，甲方将终止合同，并向乙方追索相应的损失，包括但不限于房屋内部结构复原、内部租客提前通知并调换他处、赔偿两个月的租金作为违约金、补给从违约之日起到房屋完...,紫梧桐
2020-02-12,17348678783,蛋壳公寓北京紫梧桐资产管理有限公司未按时支付租金,"道歉,立即支付租金",春节期间，蛋壳公寓以疫情为借口，要求我免除一个月租金，但北京复工日期只延迟七天，我并未同意其要求。我本期租金正常支付日期是2020年1月29日，逾期近半月，打电话也联系不到客服，只能在此投诉。,紫梧桐
2020-02-08,17348633678,紫梧桐北京资产管理有限公司,"赔偿,作出处罚",紫梧桐旗下蛋壳公寓到期不支付业主房租，客服电话无人接听,紫梧桐
2020-02-12,17348677554,要蛋壳公寓支付一个月租金,付租金,本人与紫梧桐（上海）公寓管理有限公司，即蛋壳公寓在2019年4月5日签署合同。按照合同条款，2020年2月6日应支付2020年2月6日至3月5日的租金，今天是2月12日，至今未收到蛋壳公寓应支付的租金。蛋壳在2月初来电说明因新冠肺炎免租一个月的事情，我们明确表示拒绝。需要蛋壳支付该一个月的租金。,紫梧桐
2020-02-14,17348697577,借疫情为由扰乱市场秩序蛋壳公寓未按合同支付房东租金,按合同支付租金,本人上海一套房屋2018年8月和上海紫梧桐公寓管理有限公司（蛋壳公寓）签署三年财产委托合同，约定每月13日支付租金。近期蛋壳公寓以疫情为由单方面表示增加1个月免租期，不再向我方支付2019年2月租金。蛋壳公寓这种违反合同的行为已经丧失了基本的诚信，借疫情扰乱正常市场秩序。我方的投诉诉求： 1.按照合同约定，要求...,紫梧桐
2020-02-14,17348698974,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,"本人于2019年7月4日，与紫梧桐（上海）公寓管理有限公司签署资产委托管理服务合同，将本人名下一处房屋委托给该公司管理，委托期限三年，合同约定该公司每月支付本人租金。
2020年2月1日，该公司人员致电本人，以疫情影响为由，在未征得本人同意的情况下，单方面拒绝支付2020年2月份租金3500元，本人两次致电该公司客服...",紫梧桐
2020-02-13,17348677427,紫梧桐上海公寓管理有限公司即蛋壳公寓未按时支付房租,立即支付拖欠的房租,我位于上海市徐汇区康健路25弄24号307室的房屋和紫梧桐（上海）公寓管理有限公司（即：蛋壳公寓）签订了期限为2018.11.26-2022.2.8日，月租金5069元的租房协议，约定三个月为一期。在2019.10.10日收到2019.10.10-2020.1.10的房租后至今未收到应继续支付的房款。在2020.1月底接到蛋壳公寓电话要求因为疫情减免一个月房租...,紫梧桐
2020-02-17,17348728571,疫情期间延期支付房租并因疫情单方索要一个月免租期原合同已约定免租期,按合同约定支付房租,"本人北京市户籍居民名下北京室内住房出租给蛋壳公寓，即出租给紫梧桐（北京）资产管理有限公司，按合同约定，应于2020年2月14日支付给我下一季度（2-14至5-13）房租，蛋壳公寓已疫情为不可抗力为由至今未付！
了解到蛋壳公寓为全国性的公司，其业务为民宅承租与租赁，与商业房地产性质不同，其房源和租客军并非仅局限在...",紫梧桐
2020-02-22,17348784837,说好退返租金却拐弯抹角的糊弄,"退款,赔偿",我与蛋壳公寓（紫梧桐（上海）公寓管理有限公司在2019且3月签订了合同编号为SHGYSSHE19033461***的财产委托管理服务合同，房屋位于松江区沪松公路1480弄107号某室，合同规定按季度付款。根据合同约定，蛋壳公寓应于2020年2月19日支付租金36393元至我的帐户，但至今已逾期，我尚未收到上述金额房租。在2月初有两个蛋壳公...,紫梧桐
2020-02-14,17348697815,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人于2018年9月22日与紫梧桐（北京）资产管理有限公司（即蛋壳公寓）签订为期三年的房屋托管合同，第二年免租期15天租金为7350元。2020年2月9日接到蛋壳公寓来电，称由于疫情原因房东是否同意免租金30日，由于房贷等的原因，业主并没有答应其要求。本该2月9日当天收到租金，但并没有到账，所以在2月14日致电蛋壳公寓客...,紫梧桐
2020-02-14,17348695700,要求蛋壳公寓支付租金,"赔偿,按时支付房租",我和紫梧桐公寓有限公司（蛋壳公寓）签订的合同约定2020年2月13日支付租金，但现在还没有收到租金，2月12日蛋壳公寓客服打电话讲因为疫情单方面要求我免租一个月，我当时就拒绝蛋壳公司单方面增加免租1个月，当时客服就挂电话了。。第二天2月13日也发了相关短信，我也回复不同意免租请按时交租，之后一直没人联系我。因...,紫梧桐
2020-02-20,17348711409,蛋壳公寓强行让业主免租且拒交租金,依据合同 缴纳拖延租,"本人名下不动产，自2018年3月起，委托紫梧桐（上海）公寓管理有限公司（蛋壳公寓），进行出租，并签署财产委托服务合同，有效期为2018年3月1日至2021年5月14日，租金为季付。
现，蛋壳公寓最近一次付款日为2020年1月30日，一直未进行打款。并在近日来电，以疫情为由，要求本人免租以及延迟交付租金的要求，被本人拒绝。...",紫梧桐
2020-02-13,17348694261,蛋壳公寓发国难财未按照合同支付房东租金,"赔偿,作出处罚,道歉",本人于2018年4月6日与紫梧桐（上海）公寓管理有限公司（蛋壳公寓）签订财产委托管理服务合同。按照合同规定应该在2020年1月26日支付租金19593元，却至今未收到该公司的打款。本人多次打电话给蛋壳公寓客服未果。后对方突然表示增加一个月免租期，不再向我支付这个月的租金，被我拒绝。之后蛋壳公司又篡改app，使房东看不...,紫梧桐
2020-02-15,17348706923,蛋壳不与房东沟通不付房租,不按日期付房租,我在上海徐汇区桂江路77弄49号504室的房子委托给蛋壳公寓（紫梧桐（上海）公寓管理有限公司），1月26日应付房租时我没有收到房租。我联系了工作人员，他们回复电话，以疫情为由要求房东増加不低于30天的免租期，我明确表示不同意，并且要求立刻支付房租，可是到今日还是没有收到。我们再次联系工作人员，他让我们打客服...,紫梧桐
2020-02-11,17348671835,蛋壳公寓紫梧桐资产管理有限公司拖欠业主房租,按合同履行并道歉,2018年9月17日与蛋壳公寓紫梧桐资产管理有限公司签订合同，委托海淀区索家坟一套楼房托管，前期合同双方履行正常。2020年2月11日蛋壳公寓客服电话通知要拖欠业主房租，不按照合同履行，本人只能向黑猫投诉蛋壳公司以不可抗力为由拒绝履行合同，根据12348法律热线，本次疫情非不可抗力因素，如蛋壳公司15天内不支付房租，...,紫梧桐
2020-02-11,17348666064,蛋壳公寓紫梧桐北京资产管理有限公司拖欠房租至今未付,"赔偿,作出处罚,道歉",紫梧桐（北京）资产管理有限公司（乙方）未按合同按期于2019年1月28日支付租金人民币12860元给甲方，今2月11日甲方仍未收到租金，且乙方来电以新冠肺炎为理由单方面要求甲方增加一个月免租期给乙方。在甲乙双方未达成共识及补充协议情况下，甲方要求乙方应遵守合同约定并立即按合同支付房屋租金给甲方。”,紫梧桐
2020-02-09,17348647838,经营者上海紫梧桐蛋壳公寓不履行合同约定的侵权行为,"赔偿,作出处罚",按合同约定，2020年1月24日上海紫梧桐蛋壳公寓应付我房屋租金7562元，但至今未付，严重违反合同约定，并打着疫情为由强行扣除一个月租金，完全不合理不合法,紫梧桐
